""
"";"janeiro / 2019";"fevereiro / 2019";"março / 2019";"abril / 2019";"maio / 2019";"junho / 2019";"julho / 2019";"agosto / 2019";"setembro / 2019";"outubro / 2019";"novembro / 2019";"dezembro / 2019";"janeiro / 2020";"fevereiro / 2020";"março / 2020";"abril / 2020";"maio / 2020";"junho / 2020";"julho / 2020";"agosto / 2020";"setembro / 2020";"outubro / 2020";"novembro / 2020";"dezembro / 2020";"janeiro / 2021";"fevereiro / 2021";"março / 2021";"abril / 2021";"maio / 2021";"junho / 2021";"julho / 2021";"agosto / 2021";"setembro / 2021";"outubro / 2021";"novembro / 2021";"dezembro / 2021";"janeiro / 2022";"fevereiro / 2022";"março / 2022";"abril / 2022";"maio / 2022";"junho / 2022";"julho / 2022";"agosto / 2022";"setembro / 2022";"outubro / 2022";"novembro / 2022";"dezembro / 2022";"janeiro / 2023";"fevereiro / 2023";"março / 2023";"abril / 2023";"maio / 2023";"junho / 2023";"julho / 2023";"agosto / 2023";"setembro / 2023";"outubro / 2023";"novembro / 2023";"dezembro / 2023";"janeiro / 2024";"fevereiro / 2024";"março / 2024";"abril / 2024";"maio / 2024";"junho / 2024";"julho / 2024";"agosto / 2024";"setembro / 2024";"outubro / 2024";"novembro / 2024";"Total do Período"
"Total de Receitas";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"69.457,11";"79.307,75";"86.720,09";"0,00";"235.484,95"
""
"(-) DESPESAS"
"Despesas Fixas";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8600,00";"9335,47";"10210,31";"0";"28145,78"
"Aluguel";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"7.800,00";"7.800,00";"7.800,00";"0,00";"23.400,00"
"Condomínio";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"1.063,55";"0,00";"1.063,55"
"Contador";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"800,00";"988,71";"800,00";"0,00";"2.588,71"
"Internet";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"149,90";"149,90";"0,00";"299,80"
"Segurança";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"396,86";"396,86";"0,00";"793,72"
""
"Despesas Variáveis";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"19864,79";"25388,19";"27078,25";"0";"72331,23"
"Compra de Produto";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"17.716,52";"10.930,23";"7.900,44";"0,00";"36.547,19"
"Descartáveis";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"15,27";"0,00";"153,57";"0,00";"168,84"
"Limpeza";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"525,00";"952,50";"800,00";"0,00";"2.277,50"
"Luz";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"215,74";"2.185,99";"0,00";"2.401,73"
"Manutenção";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"100,00";"5.842,25";"6.015,10";"0,00";"11.957,35"
"Marketing - Fundo de Propaganda";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"1.500,00";"3.105,06";"3.794,69";"0,00";"8.399,75"
"Papelaria";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"8,00";"0,00";"80,00";"0,00";"88,00"
"Royalties - bLOw Franquias";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"4.152,43";"6.148,46";"0,00";"10.300,89"
"Toalhas";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"189,98";"0,00";"0,00";"189,98"
""
"Pessoal";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25134,62";"40109,54";"20901,33";"0";"86145,49"
"Alimentação";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"882,00";"0,00";"100,00";"0,00";"982,00"
"Bonificação";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"450,00";"0,00";"0,00";"450,00"
"Pagamento Profissional";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"16.453,87";"25.341,10";"3.838,00";"0,00";"45.632,97"
"Passagem/Vale Transporte";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"270,00";"0,00";"270,00"
"Vale/Adiantamento Profissional";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"7.798,75";"14.318,44";"16.693,33";"0,00";"38.810,52"
""
"Impostos";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4231,26";"6612,74";"0";"10844,00"
"Imposto";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"4.231,26";"6.612,74";"0,00";"10.844,00"
""
"Outros";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
""
"Despesas Particulares";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
""
